N,Pi CPU,Pi GPU,"CPU, мс","GPU, мс",Ускорение,Ошибка CPU,Ошибка GPU
10000,3.1452000000000004,3.1364,0.11521766666666666,0.6279360055923333,0.18348631968950657,0.010269115470066667,0.01533088452993
100000,3.1399866666666667,3.14144,1.2001546666666665,1.4885973135633332,0.806231917612288,0.0031842178632633333,0.0015757821367356668
1000000,3.142226666666667,3.140382666666667,11.531806666666666,3.238293329873333,3.561075385075674,0.0007917821367366667,0.0012099869231243334
10000000,3.1410152,3.141738266666667,111.33040366666667,3.4351786772399997,32.408912061632634,0.0006292845299300334,0.000243915470069
100000000,3.1416584000000003,3.1415428533333336,1169.8032813333332,3.6491306622833335,320.5704014449743,6.574641020686667e-05,8.952452993096667e-05
